accidentYear,longitude,latitude,AccidentSeverityDescription,accidentDate,DayOfWeekDescription,accidentTime,RoadTypeDescription,speedLimit,LightConditionsDescription,tavg,prcp,snow,wspd,month,rad_lng,rad_lat,cluster,Timestamp,TimestampInt
2021,-0.130269,51.50798,Slight,27/10/2021,Wednesday,15:00.0,Single carriageway,20,Darkness - lights lit,13.89999962,0.0,0,20.79999924,10,-0.0022736229632804,0.8989838420513889,440,2021-10-27,
2021,0.053885,51.533595,Slight,28/10/2021,Thursday,36:00.0,Single carriageway,30,Daylight,12.80000019,0.0,0,17.89999962,10,0.0009404706674371,0.8994309081392872,6,2021-10-28,
2021,-0.121615,51.473121,Slight,28/10/2021,Thursday,55:00.0,Single carriageway,30,Darkness - lights lit,12.80000019,0.0,0,17.89999962,10,-0.0021225821698129,0.8983754377274361,207,2021-10-28,
2021,-0.172955,51.481639,Serious,28/10/2021,Thursday,35:00.0,Single carriageway,20,Darkness - lights lit,12.80000019,0.0,0,17.89999962,10,-0.0030186342077867,0.898524104873121,1,2021-10-28,
2021,0.029685,51.525374,Slight,22/10/2021,Friday,58:00.0,Single carriageway,30,Daylight,7.699999809,0.0,0,14.39999962,10,0.0005181009884545,0.8992874246214808,268,2021-10-22,
2021,-0.238034,51.506402,Slight,29/10/2021,Friday,40:00.0,Single carriageway,20,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.0041544770316921,0.8989563007557924,404,2021-10-29,
2021,-0.029729,51.517251,Slight,28/10/2021,Thursday,26:00.0,Single carriageway,30,Darkness - lights lit,12.80000019,0.0,0,17.89999962,10,-0.0005188689333253,0.8991456515263413,203,2021-10-28,
2021,-0.182821,51.495038,Slight,29/10/2021,Friday,18:00.0,Dual carriageway,30,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.0031908283917885,0.8987579615395956,282,2021-10-29,
2021,-0.217373,51.504849,Slight,29/10/2021,Friday,10:00.0,Roundabout,30,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.0037938745549376,0.8989291957925089,111,2021-10-29,
2021,-0.129913,51.512812,Slight,28/10/2021,Thursday,47:00.0,Single carriageway,20,Darkness - lights lit,12.80000019,0.0,0,17.89999962,10,-0.0022674095911433,0.8990681763608451,178,2021-10-28,
2021,-0.157299,51.521663,Slight,29/10/2021,Friday,30:00.0,Single carriageway,30,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0027453854600945,0.8992226554529392,56,2021-10-29,
2021,-0.082944,51.577664,Slight,29/10/2021,Friday,04:00.0,Dual carriageway,20,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0014476458947741,0.9002000572873486,199,2021-10-29,
2021,-0.193989,51.538663,Serious,29/10/2021,Friday,25:00.0,Single carriageway,20,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0033857467626512,0.8995193614257784,109,2021-10-29,
2021,-0.07752,51.474231,Slight,28/10/2021,Thursday,35:00.0,Single carriageway,30,Darkness - lights lit,12.80000019,0.0,0,17.89999962,10,-0.001352979236146,0.8983948108821332,292,2021-10-28,
2021,-0.35226,51.527575,Slight,29/10/2021,Friday,15:00.0,Single carriageway,30,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0061480968230752,0.8993258393183172,177,2021-10-29,
2021,-0.159889,51.435518,Slight,29/10/2021,Friday,00:00.0,One way street,20,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0027905894877212,0.8977191415688087,75,2021-10-29,
2021,-0.147813,51.476541,Slight,29/10/2021,Friday,50:00.0,Single carriageway,20,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.0025798235272503,0.8984351279878543,14,2021-10-29,
2021,-0.192847,51.488511,Slight,27/10/2021,Wednesday,17:00.0,Dual carriageway,20,Daylight,13.89999962,0.0,0,20.79999924,10,-0.0033658151025935,0.8986440438993182,281,2021-10-27,
2021,-0.17383,51.49506,Slight,29/10/2021,Friday,38:00.0,Single carriageway,20,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0030339058387417,0.8987583455120313,342,2021-10-29,
2021,-0.152909,51.523995,Slight,29/10/2021,Friday,20:00.0,Single carriageway,20,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.002668765505932,0.8992633565310958,182,2021-10-29,
2021,-0.085688,51.526074,Serious,29/10/2021,Friday,30:00.0,One way street,30,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.0014955377294489,0.8992996419262448,25,2021-10-29,
2021,-0.055299,51.547344,Slight,29/10/2021,Friday,54:00.0,Single carriageway,20,Darkness - lights lit,12.39999962,1.5,0,19.89999962,10,-0.0009651496230603,0.899670873458144,42,2021-10-29,
2021,-0.140783,51.573218,Slight,30/10/2021,Saturday,16:00.0,Single carriageway,20,Darkness - lights lit,10.60000038,2.0,0,13.69999981,10,-0.0024571268808351,0.9001224599488048,411,2021-10-30,
2021,-0.005429,51.535339,Slight,30/10/2021,Saturday,27:00.0,Dual carriageway,30,Daylight,10.60000038,2.0,0,13.69999981,10,-9.475392509077214e-05,0.8994613466814421,125,2021-10-30,
2021,-0.055681,51.556658,Slight,29/10/2021,Friday,10:00.0,Single carriageway,30,Darkness - lighting unknown,12.39999962,1.5,0,19.89999962,10,-0.0009718167808029,0.8998334334246746,263,2021-10-29,
2021,-0.052156,51.520638,Slight,30/10/2021,Saturday,40:00.0,Single carriageway,30,Daylight,10.60000038,2.0,0,13.69999981,10,-0.0009102939246701,0.8992047658281064,41,2021-10-30,
2021,-0.041833,51.512966,Slight,30/10/2021,Saturday,22:00.0,Single carriageway,30,Darkness - lights lit,10.60000038,2.0,0,13.69999981,10,-0.0007301235859867,0.8990708641678933,7,2021-10-30,
2021,-0.059848,51.514678,Slight,31/10/2021,Sunday,05:00.0,Single carriageway,30,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.0010445446507335,0.8991007442046874,100,2021-10-31,
2021,-0.156119,51.514117,Slight,31/10/2021,Sunday,30:00.0,Single carriageway,20,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.002724790574921,0.8990909529075838,382,2021-10-31,
2021,-0.105838,51.422561,Slight,31/10/2021,Sunday,04:00.0,Single carriageway,20,Daylight,10.30000019,2.0,0,21.20000076,10,-0.0018472215737257,0.8974929992576278,127,2021-10-31,
2021,-0.157137,51.511031,Serious,30/10/2021,Saturday,53:00.0,One way street,30,Daylight,10.60000038,2.0,0,13.69999981,10,-0.0027425580267063,0.8990370920468673,436,2021-10-30,
2021,-0.217499,51.50459,Slight,31/10/2021,Sunday,25:00.0,Roundabout,30,Daylight,10.30000019,2.0,0,21.20000076,10,-0.0037960736697951,0.8989246753897463,111,2021-10-31,
2021,-0.086021,51.574504,Slight,31/10/2021,Sunday,21:00.0,Dual carriageway,20,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.001501349675858,0.9001449048829855,89,2021-10-31,
2021,-0.120366,51.453739,Slight,31/10/2021,Sunday,20:00.0,Single carriageway,30,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.0021007830074554,0.8980371580118145,34,2021-10-31,
2021,-0.162677,51.461065,Slight,31/10/2021,Sunday,40:00.0,Single carriageway,20,Daylight,10.30000019,2.0,0,21.20000076,10,-0.0028392492672668,0.8981650208328157,70,2021-10-31,
2021,-0.03065,51.568381,Slight,31/10/2021,Sunday,45:00.0,Unknown,20,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.0005349434157362,0.9000380383728859,379,2021-10-31,
2021,-0.103176,51.465315,Slight,31/10/2021,Sunday,26:00.0,Slip road,20,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.0018007609090376,0.8982391973260254,162,2021-10-31,
2021,-0.048035,51.476118,Slight,01/11/2021,Monday,09:00.0,Dual carriageway,30,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0008383689061954,0.8984277452451184,445,2021-01-11,
2021,-0.075006,51.474082,Slight,19/10/2021,Tuesday,30:00.0,Single carriageway,30,Darkness - lights lit,17.10000038,1.5,0,21.5,10,-0.0013091016587508,0.8983922103415479,306,2021-10-19,
2021,-0.189631,51.384488,Slight,25/10/2021,Monday,32:00.0,Roundabout,30,Daylight,11.0,0.5,0,11.89999962,10,-0.0033096853138493,0.896828500051516,196,2021-10-25,
2021,-0.075739,51.545928,Slight,21/10/2021,Thursday,30:00.0,Single carriageway,20,Daylight,8.600000381,20.10000038,0,19.89999962,10,-0.0013218949221679,0.8996461595959357,76,2021-10-21,
2021,-0.074556,51.399587,Slight,01/11/2021,Monday,10:00.0,Dual carriageway,20,Daylight,9.100000381,7.900000095,0,18.10000038,11,-0.0013012476771168,0.8970920273152746,371,2021-01-11,
2021,-0.148272,51.476234,Slight,01/11/2021,Monday,53:00.0,Single carriageway,20,Daylight,9.100000381,7.900000095,0,18.10000038,11,-0.002587834588517,0.8984297698270507,14,2021-01-11,
2021,-0.076459,51.540832,Slight,31/10/2021,Sunday,30:00.0,Single carriageway,30,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.0013344612927823,0.8995572176172542,27,2021-10-31,
2021,-0.141964,51.515225,Slight,01/11/2021,Monday,21:00.0,Single carriageway,30,Daylight,9.100000381,7.900000095,0,18.10000038,11,-0.0024777392193012,0.8991102911556959,24,2021-01-11,
2021,-0.130508,51.46481,Slight,29/10/2021,Friday,15:00.0,Dual carriageway,30,Daylight,12.39999962,1.5,0,19.89999962,10,-0.0022777943001927,0.8982303834133029,104,2021-10-29,
2021,-0.101049,51.495748,Slight,01/11/2021,Monday,46:00.0,Unknown,20,Daylight,9.100000381,7.900000095,0,18.10000038,11,-0.0017636377558477,0.898770353377285,0,2021-01-11,
2021,-0.124485,51.486368,Slight,01/11/2021,Monday,22:00.0,One way street,20,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0021726731193451,0.8986066414934478,239,2021-01-11,
2021,-0.159291,51.514077,Slight,01/11/2021,Monday,00:00.0,Dual carriageway,20,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0027801524187942,0.899090254775883,165,2021-01-11,
2021,-0.218991,51.57676,Slight,01/11/2021,Monday,38:00.0,Roundabout,30,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0038221139822349,0.9001842795109105,373,2021-01-11,
2021,-0.12836,51.511313,Slight,01/11/2021,Monday,55:00.0,Single carriageway,20,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0022403046278599,0.8990420138753578,365,2021-01-11,
2021,-0.01314,51.457951,Slight,06/10/2021,Wednesday,29:00.0,Unknown,20,Daylight,11.30000019,0.300000012,0,22.10000038,10,-0.000229336263712,0.8981106712799086,185,2021-06-10,
2021,0.054642,51.532808,Slight,01/11/2021,Monday,10:00.0,Unknown,30,Daylight,9.100000381,7.900000095,0,18.10000038,11,0.0009536828098747,0.8994171723980741,6,2021-01-11,
2021,-0.022252,51.527791,Slight,30/10/2021,Saturday,05:00.0,Single carriageway,30,Darkness - lights lit,10.60000038,2.0,0,13.69999981,10,-0.0003883706651537,0.8993296092295014,95,2021-10-30,
2021,-0.250213,51.513868,Serious,01/11/2021,Monday,45:00.0,Dual carriageway,40,Darkness - lighting unknown,9.100000381,7.900000095,0,18.10000038,11,-0.0043670406812925,0.8990866070377462,226,2021-01-11,
2021,-0.068478,51.5948,Slight,31/10/2021,Sunday,30:00.0,Single carriageway,20,Darkness - lights lit,10.30000019,2.0,0,21.20000076,10,-0.0011951665651806,0.9004991369079702,60,2021-10-31,
2021,-0.193675,51.555681,Slight,02/11/2021,Tuesday,20:00.0,Dual carriageway,30,Daylight,5.900000095,0.0,0,6.5,11,-0.0033802664288,0.8998163815578827,385,2021-02-11,
2021,-0.12458,51.441882,Slight,01/11/2021,Monday,40:00.0,Dual carriageway,30,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0021743311821345,0.8978302143224056,324,2021-01-11,
2021,-0.118664,51.455583,Serious,02/11/2021,Tuesday,35:00.0,Single carriageway,20,Darkness - lights lit,5.900000095,0.0,0,6.5,11,-0.0020710775035865,0.8980693418832213,34,2021-02-11,
2021,-0.072941,51.563355,Slight,02/11/2021,Tuesday,10:00.0,One way street,20,Darkness - lights lit,5.900000095,0.0,0,6.5,11,-0.0012730606096971,0.8999503181246807,181,2021-02-11,
2021,-0.172771,51.482274,Slight,02/11/2021,Tuesday,03:00.0,Dual carriageway,20,Daylight,5.900000095,0.0,0,6.5,11,-0.0030154228019631,0.8985351877138712,1,2021-02-11,
2021,-0.226767,51.582732,Slight,03/11/2021,Wednesday,33:00.0,Dual carriageway,30,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.0039578307848699,0.9002885105738397,69,2021-03-11,
2021,-0.07358,51.508942,Slight,22/10/2021,Friday,20:00.0,Unknown,20,Darkness - lights lit,7.699999809,0.0,0,14.39999962,10,-0.0012842132636174,0.899000632118793,20,2021-10-22,
2021,-0.138396,51.525312,Slight,18/10/2021,Monday,25:00.0,Unknown,20,Daylight,12.89999962,0.300000012,0,12.60000038,10,-0.00241546587159,0.8992863425173445,92,2021-10-18,
2021,0.014862,51.446259,Slight,03/11/2021,Wednesday,00:00.0,Single carriageway,30,Daylight,5.199999809,0.300000012,0,11.0,11,0.0002593908334313,0.8979066073837654,137,2021-03-11,
2021,-0.078024,51.52798,Slight,03/11/2021,Wednesday,00:00.0,Single carriageway,20,Daylight,5.199999809,0.300000012,0,11.0,11,-0.001361775695576,0.8993329079017877,230,2021-03-11,
2021,-0.077491,51.47424,Slight,02/11/2021,Tuesday,40:00.0,Single carriageway,30,Darkness - lights lit,5.900000095,0.0,0,6.5,11,-0.0013524730906629,0.898394967961766,292,2021-02-11,
2021,-0.292504,51.529895,Slight,01/11/2021,Monday,44:00.0,One way street,30,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0051051578752534,0.8993663309569635,234,2021-01-11,
2021,-0.049992,51.521016,Slight,03/11/2021,Wednesday,44:00.0,Single carriageway,20,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.000872524999657,0.8992113631726789,118,2021-03-11,
2021,-0.377653,51.507166,Slight,03/11/2021,Wednesday,00:00.0,Single carriageway,20,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.0065912882800341,0.8989696350712777,209,2021-03-11,
2021,-0.217452,51.504679,Slight,03/11/2021,Wednesday,40:00.0,Roundabout,30,Daylight,5.199999809,0.300000012,0,11.0,11,-0.0037952533650467,0.8989262287327806,111,2021-03-11,
2021,-0.072422,51.486207,Serious,03/11/2021,Wednesday,52:00.0,Dual carriageway,30,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.0012640023508793,0.8986038315133521,449,2021-03-11,
2021,-0.03899,51.512712,Slight,04/11/2021,Thursday,00:00.0,Single carriageway,30,Darkness - lights lit,5.5,0.5,0,19.70000076,11,-0.0006805038753525,0.8990664310315932,334,2021-04-11,
2021,-0.082989,51.525805,Slight,04/11/2021,Thursday,25:00.0,One way street,20,Darkness - lights lit,5.5,0.5,0,19.70000076,11,-0.0014484312929375,0.8992949469905568,25,2021-04-11,
2021,-0.024052,51.444592,Slight,23/10/2021,Saturday,00:00.0,Single carriageway,30,Darkness - lighting unknown,8.0,0.0,0,9.300000191,10,-0.0004197865916896,0.8978775127451347,164,2021-10-23,
2021,-0.101574,51.477555,Serious,04/11/2021,Thursday,55:00.0,Single carriageway,20,Daylight,5.5,0.5,0,19.70000076,11,-0.0017728007344207,0.8984528256264696,8,2021-04-11,
2021,-0.199838,51.493124,Slight,04/11/2021,Thursday,26:00.0,Dual carriageway,30,Daylight,5.5,0.5,0,19.70000076,11,-0.0034878310706004,0.8987245559377126,61,2021-04-11,
2021,-0.371037,51.532639,Slight,04/11/2021,Thursday,16:00.0,Roundabout,20,Daylight,5.5,0.5,0,19.70000076,11,-0.0064758172967222,0.8994142227916382,254,2021-04-11,
2021,-0.04216,51.510706,Slight,30/10/2021,Saturday,20:00.0,One way street,30,Darkness - lights lit,10.60000038,2.0,0,13.69999981,10,-0.0007358308126408,0.8990314197267982,145,2021-10-30,
2021,-0.091336,51.494097,Slight,04/11/2021,Thursday,30:00.0,Single carriageway,20,Daylight,5.5,0.5,0,19.70000076,11,-0.0015941139256015,0.8987415379913344,2,2021-04-11,
2021,-0.05491,51.498652,Slight,03/11/2021,Wednesday,30:00.0,Single carriageway,20,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.00095836029227,0.8988210377387628,304,2021-03-11,
2021,-0.021215,51.510489,Slight,03/11/2021,Wednesday,50:00.0,Unknown,20,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.0003702716008105,0.8990276323623214,67,2021-03-11,
2021,-0.046885,51.491567,Slight,03/11/2021,Wednesday,00:00.0,One way street,20,Darkness - lights lit,5.199999809,0.300000012,0,11.0,11,-0.0008182976197975,0.8986973811612591,424,2021-03-11,
2021,-0.157574,51.51057,Slight,30/10/2021,Saturday,40:00.0,Dual carriageway,20,Darkness - lights lit,10.60000038,2.0,0,13.69999981,10,-0.0027501851155375,0.8990290460790156,436,2021-10-30,
2021,-0.07339,51.509002,Slight,04/11/2021,Thursday,58:00.0,Slip road,20,Daylight,5.5,0.5,0,19.70000076,11,-0.0012808971380386,0.8990016793163442,20,2021-04-11,
2021,-0.12521,51.44477,Slight,04/11/2021,Thursday,00:00.0,Unknown,30,Darkness - lights lit,5.5,0.5,0,19.70000076,11,-0.0021853267564221,0.8978806194312031,120,2021-04-11,
2021,-0.173424,51.48215,Slight,04/11/2021,Thursday,00:00.0,Single carriageway,20,Darkness - lights lit,5.5,0.5,0,19.70000076,11,-0.0030268198019786,0.8985330235055986,1,2021-04-11,
2021,-0.168898,51.427196,Slight,04/11/2021,Thursday,55:00.0,Single carriageway,30,Darkness - lights lit,5.5,0.5,0,19.70000076,11,-0.0029478262000333,0.8975738952684579,15,2021-04-11,
2021,-0.102397,51.5895,Slight,04/11/2021,Thursday,02:00.0,Single carriageway,30,Daylight,5.5,0.5,0,19.70000076,11,-0.0017871647941646,0.9004066344576147,437,2021-04-11,
2021,-0.111801,51.479249,Slight,05/11/2021,Friday,50:00.0,Single carriageway,30,Daylight,4.800000191,0.0,0,10.0,11,-0.0019512955570221,0.8984823915039983,280,2021-05-11,
2021,-0.125675,51.484391,Slight,27/10/2021,Wednesday,35:00.0,Unknown,30,Daylight,13.89999962,0.0,0,20.79999924,10,-0.0021934425374438,0.898572136334136,274,2021-10-27,
2021,-0.093095,51.501302,Slight,05/11/2021,Friday,40:00.0,Single carriageway,20,Daylight,4.800000191,0.0,0,10.0,11,-0.0016248142671441,0.8988672889639406,22,2021-05-11,
2021,-0.01681,51.451646,Slight,05/11/2021,Friday,05:00.0,Dual carriageway,20,Darkness - lights lit,4.800000191,0.0,0,10.0,11,-0.0002933898472602,0.8980006282705704,313,2021-05-11,
2021,-0.06005,51.54959,Slight,28/10/2021,Thursday,15:00.0,Single carriageway,20,Daylight,12.80000019,0.0,0,17.89999962,10,-0.0010480702158225,0.8997100735531437,94,2021-10-28,
2021,-0.253608,51.55845,Slight,06/11/2021,Saturday,40:00.0,Dual carriageway,40,Darkness - lights lit,9.100000381,0.0,0,18.5,11,-0.0044262946093977,0.8998647097248704,50,2021-06-11,
2021,-0.29337,51.529863,Slight,05/11/2021,Friday,10:00.0,Slip road,30,Darkness - lights lit,4.800000191,0.0,0,10.0,11,-0.0051202724265757,0.8993657724516028,234,2021-05-11,
2021,-0.391597,51.525306,Serious,06/11/2021,Saturday,58:00.0,Unknown,30,Daylight,9.100000381,0.0,0,18.5,11,-0.0068346569909322,0.8992862377975893,240,2021-06-11,
2021,-0.114524,51.39361,Slight,04/11/2021,Thursday,00:00.0,Roundabout,30,Darkness - lights lit,5.5,0.5,0,19.70000076,11,-0.0019988208725539,0.896987708985883,32,2021-04-11,
2021,-0.123832,51.486124,Slight,01/11/2021,Monday,51:00.0,Single carriageway,30,Darkness - lights lit,9.100000381,7.900000095,0,18.10000038,11,-0.0021612761193296,0.8986023828900729,239,2021-01-11,
2021,-0.073061,51.566999,Slight,05/11/2021,Friday,25:00.0,Slip road,20,Daylight,4.800000191,0.0,0,10.0,11,-0.0012751550047995,0.9000139179226235,66,2021-05-11,
2021,-0.190872,51.501997,Slight,06/11/2021,Saturday,55:00.0,Single carriageway,20,Daylight,9.100000381,0.0,0,18.5,11,-0.0033313448498666,0.8988794190022421,150,2021-06-11,
2021,-0.078663,51.523773,Slight,05/11/2021,Friday,00:00.0,One way street,20,Daylight,4.800000191,0.0,0,10.0,11,-0.0013729283494962,0.8992594819001563,19,2021-05-11,
2021,-0.005719,51.535307,Slight,06/11/2021,Saturday,19:00.0,Dual carriageway,30,Darkness - lights lit,9.100000381,0.0,0,18.5,11,-9.98153799215557e-05,0.8994607881760814,125,2021-06-11,
2021,-0.133984,51.510872,Slight,06/11/2021,Saturday,15:00.0,One way street,30,Darkness - lighting unknown,9.100000381,0.0,0,18.5,11,-0.002338461944992,0.8990343169733565,167,2021-06-11,
2021,-0.074782,51.399348,Slight,29/10/2021,Friday,55:00.0,Single carriageway,30,Darkness - lights unlit,12.39999962,1.5,0,19.89999962,10,-0.0013051921212263,0.8970878559783624,371,2021-10-29,
